Value,Count,MapZone,FBP_30m_90,CA_FuelType,CA_SprHaz,CA_SumHaz,z10x_cfdrs,LF_FuelType,LF_SprHaz,LF_SumHaz,SprDiff,SumDiff
45,198849,10,5,C-5,3,2,33,O-1a/O-1b,8,2,-5,0
46,99755,10,3,C-3,7,7,101,NF,0,0,7,7
47,9509,10,7,C-7,4,3,101,NF,0,0,4,3
48,8523,10,11,D-1,3,3,12,D-2,1,1,2,2
49,687986,10,3,C-3,7,7,33,O-1a/O-1b,8,2,-1,5
50,1423,10,11,D-1,3,3,105,VNF,0,0,3,3
51,7229,10,3,C-3,7,7,105,VNF,0,0,7,7
52,248967,10,13,D-1/D-2,3,1,33,O-1a/O-1b,8,2,-5,-1
53,3378,10,11,D-1,3,3,33,O-1a/O-1b,8,2,-5,1
54,154,10,11,D-1,3,3,101,NF,0,0,3,3
55,430,10,650,M-1/M-2 (50 PC),7,6,101,NF,0,0,7,6
56,11406,10,650,M-1/M-2 (50 PC),7,6,33,O-1a/O-1b,8,2,-1,4
57,10284,10,11,D-1,3,3,7,C-7,4,3,-1,0
58,1191613,10,4,C-4,10,10,7,C-7,4,3,6,7
59,237408,10,625,M-1/M-2 (25 PC),5,3,7,C-7,4,3,1,0
60,44902,10,675,M-1/M-2 (75 PC),8,8,101,NF,0,0,8,8
61,2309912,10,2,C-2,10,10,7,C-7,4,3,6,7
62,288235,10,675,M-1/M-2 (75 PC),8,8,33,O-1a/O-1b,8,2,0,6
63,196539,10,625,M-1/M-2 (25 PC),5,3,33,O-1a/O-1b,8,2,-3,1
64,295339,10,675,M-1/M-2 (75 PC),8,8,7,C-7,4,3,4,5
65,23793,10,625,M-1/M-2 (25 PC),5,3,101,NF,0,0,5,3
66,10101,10,2,C-2,10,10,100,NA,0,0,10,10
67,1212,10,11,D-1,3,3,102,Water,0,0,3,3
68,83824,10,625,M-1/M-2 (25 PC),5,3,12,D-2,1,1,4,2
69,307432,10,4,C-4,10,10,12,D-2,1,1,9,9
70,198282,10,4,C-4,10,10,101,NF,0,0,10,10
71,112337,10,675,M-1/M-2 (75 PC),8,8,12,D-2,1,1,7,7
72,42442,10,2,C-2,10,10,12,D-2,1,1,9,9
73,5110,10,675,M-1/M-2 (75 PC),8,8,100,NA,0,0,8,8
74,686058,10,4,C-4,10,10,33,O-1a/O-1b,8,2,2,8
75,344490,10,415,M-1 (15 PC),3,3,33,O-1a/O-1b,8,2,-5,1
76,212048,10,415,M-1 (15 PC),3,3,101,NF,0,0,3,3
77,29864,10,2,C-2,10,10,33,O-1a/O-1b,8,2,2,8
78,226202,10,415,M-1 (15 PC),3,3,7,C-7,4,3,-1,0
79,31671,10,415,M-1 (15 PC),3,3,12,D-2,1,1,2,2
80,2403,10,2,C-2,10,10,102,Water,0,0,10,10
81,975,10,2,C-2,10,10,101,NF,0,0,10,10
82,17416,10,4,C-4,10,10,100,NA,0,0,10,10
83,430091,10,4,C-4,10,10,60,M-1/M-2,7,6,3,4
84,258461,10,675,M-1/M-2 (75 PC),8,8,60,M-1/M-2,7,6,1,2
85,634294,10,3,C-3,7,7,60,M-1/M-2,7,6,0,1
86,11830,10,4,C-4,10,10,102,Water,0,0,10,10
87,3535,10,102,Water,0,0,33,O-1a/O-1b,8,2,-8,-2
88,920362,10,4,C-4,10,10,1,C-1,7,7,3,3
89,5454731,10,3,C-3,7,7,1,C-1,7,7,0,0
90,173026,10,5,C-5,3,2,1,C-1,7,7,-4,-5
91,43451,10,5,C-5,3,2,60,M-1/M-2,7,6,-4,-4
92,341274,10,675,M-1/M-2 (75 PC),8,8,1,C-1,7,7,1,1
93,125089,10,415,M-1 (15 PC),3,3,60,M-1/M-2,7,6,-4,-3
94,226153,10,415,M-1 (15 PC),3,3,1,C-1,7,7,-4,-4
95,78318,10,2,C-2,10,10,60,M-1/M-2,7,6,3,4
96,1678919,10,2,C-2,10,10,1,C-1,7,7,3,3
97,75153,10,625,M-1/M-2 (25 PC),5,3,60,M-1/M-2,7,6,-2,-3
98,7836,10,101,NF,0,0,60,M-1/M-2,7,6,-7,-6
99,80665,10,625,M-1/M-2 (25 PC),5,3,1,C-1,7,7,-2,-4
100,400225,10,13,D-1/D-2,3,1,1,C-1,7,7,-4,-6
101,7218,10,625,M-1/M-2 (25 PC),5,3,100,NA,0,0,5,3
102,4162,10,415,M-1 (15 PC),3,3,100,NA,0,0,3,3
103,47122,10,31,O-1a,8,2,1,C-1,7,7,1,-5
104,5333,10,675,M-1/M-2 (75 PC),8,8,102,Water,0,0,8,8
105,2479,10,650,M-1/M-2 (50 PC),7,6,60,M-1/M-2,7,6,0,0
106,4490,10,625,M-1/M-2 (25 PC),5,3,102,Water,0,0,5,3
107,16259,10,31,O-1a,8,2,60,M-1/M-2,7,6,1,-4
108,2877,10,415,M-1 (15 PC),3,3,102,Water,0,0,3,3
109,596,10,102,Water,0,0,1,C-1,7,7,-7,-7
110,60616,10,101,NF,0,0,1,C-1,7,7,-7,-7
111,2178,10,102,Water,0,0,12,D-2,1,1,-1,-1
112,56725,10,13,D-1/D-2,3,1,60,M-1/M-2,7,6,-4,-5
113,3267,10,102,Water,0,0,101,NF,0,0,0,0
114,861,10,102,Water,0,0,60,M-1/M-2,7,6,-7,-6
115,2055,10,650,M-1/M-2 (50 PC),7,6,1,C-1,7,7,0,-1
116,3576,10,675,M-1/M-2 (75 PC),8,8,105,VNF,0,0,8,8
117,4172,10,625,M-1/M-2 (25 PC),5,3,105,VNF,0,0,5,3
118,1620,10,415,M-1 (15 PC),3,3,105,VNF,0,0,3,3
119,267,10,2,C-2,10,10,105,VNF,0,0,10,10
120,6723,10,4,C-4,10,10,105,VNF,0,0,10,10
121,3122,10,7,C-7,4,3,60,M-1/M-2,7,6,-3,-3
122,3154,10,650,M-1/M-2 (50 PC),7,6,102,Water,0,0,7,6
123,561,10,11,D-1,3,3,60,M-1/M-2,7,6,-4,-3
124,465,10,102,Water,0,0,105,VNF,0,0,0,0
125,8,10,7,C-7,4,3,1,C-1,7,7,-3,-4
126,38727,10,105,VNF,0,0,1,C-1,7,7,-7,-7
127,23906,10,105,VNF,0,0,33,O-1a/O-1b,8,2,-8,-2
128,43098,10,105,VNF,0,0,7,C-7,4,3,-4,-3
129,5187,10,105,VNF,0,0,60,M-1/M-2,7,6,-7,-6
130,5831,10,105,VNF,0,0,12,D-2,1,1,-1,-1
131,13,10,11,D-1,3,3,1,C-1,7,7,-4,-4
132,1166,10,105,VNF,0,0,101,NF,0,0,0,0
133,613,10,105,VNF,0,0,100,NA,0,0,0,0
134,111,10,105,VNF,0,0,105,VNF,0,0,0,0
135,933,10,105,VNF,0,0,102,Water,0,0,0,0
