Value,Count,MapZone,FBP_30m_90,CA_FuelType,CA_SprHaz,CA_SumHaz,z19x_cfdrs,LF_FuelType,LF_SprHaz,LF_SumHaz,SprDiff,SumDiff
36,235,19,31,O-1a,8,2,1,C-1,7,7,1,-5
37,665,19,5,C-5,3,2,101,NF,0,0,3,2
38,6316,19,101,NF,0,0,1,C-1,7,7,-7,-7
39,3923,19,101,NF,0,0,7,C-7,4,3,-4,-3
40,49854,19,101,NF,0,0,33,O-1a/O-1b,8,2,-8,-2
41,32232,19,415,M-1 (15 PC),3,3,60,M-1/M-2,7,6,-4,-3
42,6945,19,3,C-3,7,7,102,Water,0,0,7,7
43,2434,19,625,M-1/M-2 (25 PC),5,3,101,NF,0,0,5,3
44,11455,19,4,C-4,10,10,101,NF,0,0,10,10
45,19223,19,31,O-1a,8,2,102,Water,0,0,8,2
46,101191,19,102,Water,0,0,102,Water,0,0,0,0
47,7594,19,415,M-1 (15 PC),3,3,102,Water,0,0,3,3
48,1104,19,2,C-2,10,10,102,Water,0,0,10,10
49,375,19,2,C-2,10,10,101,NF,0,0,10,10
50,129308,19,101,NF,0,0,100,NA,0,0,0,0
51,2013,19,2,C-2,10,10,100,NA,0,0,10,10
52,1223,19,625,M-1/M-2 (25 PC),5,3,100,NA,0,0,5,3
53,3015,19,675,M-1/M-2 (75 PC),8,8,100,NA,0,0,8,8
54,3536,19,415,M-1 (15 PC),3,3,100,NA,0,0,3,3
55,9700,19,3,C-3,7,7,100,NA,0,0,7,7
56,18966,19,13,D-1/D-2,3,1,7,C-7,4,3,-1,-2
57,4039,19,31,O-1a,8,2,101,NF,0,0,8,2
58,1906,19,31,O-1a,8,2,7,C-7,4,3,4,-1
59,9793,19,4,C-4,10,10,100,NA,0,0,10,10
60,1450,19,101,NF,0,0,102,Water,0,0,0,0
61,61,19,102,Water,0,0,1,C-1,7,7,-7,-7
62,22960,19,5,C-5,3,2,1,C-1,7,7,-4,-5
63,7889,19,5,C-5,3,2,33,O-1a/O-1b,8,2,-5,0
64,181511,19,4,C-4,10,10,13,D-1/D-2,3,1,7,9
65,185711,19,3,C-3,7,7,13,D-1/D-2,3,1,4,6
66,27524,19,2,C-2,10,10,13,D-1/D-2,3,1,7,9
67,649,19,625,M-1/M-2 (25 PC),5,3,31,O-1a,8,2,-3,1
68,35306,19,13,D-1/D-2,3,1,100,NA,0,0,3,1
69,98503,19,675,M-1/M-2 (75 PC),8,8,13,D-1/D-2,3,1,5,7
70,1796,19,650,M-1/M-2 (50 PC),7,6,60,M-1/M-2,7,6,0,0
71,17484,19,650,M-1/M-2 (50 PC),7,6,33,O-1a/O-1b,8,2,-1,4
72,7225,19,101,NF,0,0,60,M-1/M-2,7,6,-7,-6
73,2084,19,5,C-5,3,2,60,M-1/M-2,7,6,-4,-4
74,1523,19,650,M-1/M-2 (50 PC),7,6,1,C-1,7,7,0,-1
75,18643,19,625,M-1/M-2 (25 PC),5,3,13,D-1/D-2,3,1,2,2
76,91,19,101,NF,0,0,31,O-1a,8,2,-8,-2
77,124534,19,31,O-1a,8,2,33,O-1a/O-1b,8,2,0,0
78,251819,19,13,D-1/D-2,3,1,60,M-1/M-2,7,6,-4,-5
79,30910,19,415,M-1 (15 PC),3,3,13,D-1/D-2,3,1,0,2
80,100787,19,31,O-1a,8,2,13,D-1/D-2,3,1,5,1
81,30006,19,5,C-5,3,2,7,C-7,4,3,-1,-1
82,611718,19,13,D-1/D-2,3,1,13,D-1/D-2,3,1,0,0
83,44722,19,5,C-5,3,2,13,D-1/D-2,3,1,0,1
84,41,19,7,C-7,4,3,1,C-1,7,7,-3,-4
85,1896,19,5,C-5,3,2,100,NA,0,0,3,2
86,12029,19,7,C-7,4,3,33,O-1a/O-1b,8,2,-4,1
87,5633,19,7,C-7,4,3,13,D-1/D-2,3,1,1,2
88,16799,19,101,NF,0,0,13,D-1/D-2,3,1,-3,-1
89,5056,19,4,C-4,10,10,102,Water,0,0,10,10
90,3447,19,675,M-1/M-2 (75 PC),8,8,102,Water,0,0,8,8
91,3739,19,102,Water,0,0,101,NF,0,0,0,0
92,2150,19,102,Water,0,0,60,M-1/M-2,7,6,-7,-6
93,75910,19,650,M-1/M-2 (50 PC),7,6,13,D-1/D-2,3,1,4,5
94,124702,19,11,D-1,3,3,13,D-1/D-2,3,1,0,2
95,5001,19,650,M-1/M-2 (50 PC),7,6,7,C-7,4,3,3,3
96,73303,19,11,D-1,3,3,105,VNF,0,0,3,3
97,8935,19,675,M-1/M-2 (75 PC),8,8,105,VNF,0,0,8,8
98,23493,19,650,M-1/M-2 (50 PC),7,6,105,VNF,0,0,7,6
99,24771,19,3,C-3,7,7,105,VNF,0,0,7,7
100,1369,19,2,C-2,10,10,105,VNF,0,0,10,10
101,11658,19,4,C-4,10,10,105,VNF,0,0,10,10
102,459812,19,13,D-1/D-2,3,1,105,VNF,0,0,3,1
103,3306,19,625,M-1/M-2 (25 PC),5,3,105,VNF,0,0,5,3
104,748,19,7,C-7,4,3,7,C-7,4,3,0,0
105,8421,19,7,C-7,4,3,105,VNF,0,0,4,3
106,2249170,19,31,O-1a,8,2,105,VNF,0,0,8,2
107,97530,19,101,NF,0,0,105,VNF,0,0,0,0
108,3316,19,11,D-1,3,3,100,NA,0,0,3,3
109,38414,19,31,O-1a,8,2,100,NA,0,0,8,2
110,44211,19,11,D-1,3,3,33,O-1a/O-1b,8,2,-5,1
111,3778,19,11,D-1,3,3,7,C-7,4,3,-1,0
112,8054,19,415,M-1 (15 PC),3,3,105,VNF,0,0,3,3
113,360,19,7,C-7,4,3,60,M-1/M-2,7,6,-3,-3
114,4384,19,5,C-5,3,2,105,VNF,0,0,3,2
115,1808,19,650,M-1/M-2 (50 PC),7,6,100,NA,0,0,7,6
116,7812,19,102,Water,0,0,105,VNF,0,0,0,0
117,22583,19,13,D-1/D-2,3,1,102,Water,0,0,3,1
118,7881,19,102,Water,0,0,33,O-1a/O-1b,8,2,-8,-2
119,1113,19,625,M-1/M-2 (25 PC),5,3,102,Water,0,0,5,3
120,1699,19,7,C-7,4,3,102,Water,0,0,4,3
121,1208,19,11,D-1,3,3,1,C-1,7,7,-4,-4
122,1209,19,102,Water,0,0,13,D-1/D-2,3,1,-3,-1
123,833,19,7,C-7,4,3,100,NA,0,0,4,3
124,3713,19,650,M-1/M-2 (50 PC),7,6,102,Water,0,0,7,6
125,13512,19,11,D-1,3,3,102,Water,0,0,3,3
126,695,19,102,Water,0,0,100,NA,0,0,0,0
127,615,19,11,D-1,3,3,101,NF,0,0,3,3
128,201,19,650,M-1/M-2 (50 PC),7,6,101,NF,0,0,7,6
129,1907,19,102,Water,0,0,7,C-7,4,3,-4,-3
130,16654,19,11,D-1,3,3,60,M-1/M-2,7,6,-4,-3
131,334,19,7,C-7,4,3,101,NF,0,0,4,3
132,1346,19,5,C-5,3,2,102,Water,0,0,3,2
133,233,19,13,D-1/D-2,3,1,31,O-1a,8,2,-5,-1
134,1,19,5,C-5,3,2,31,O-1a,8,2,-5,0
135,35013,19,31,O-1a,8,2,60,M-1/M-2,7,6,1,-4
136,22,19,31,O-1a,8,2,31,O-1a,8,2,0,0
137,1542,19,105,VNF,0,0,13,D-1/D-2,3,1,-3,-1
138,1,19,105,VNF,0,0,7,C-7,4,3,-4,-3
139,19,19,105,VNF,0,0,102,Water,0,0,0,0
140,46,19,105,VNF,0,0,33,O-1a/O-1b,8,2,-8,-2
