MapZone,Value,Count,FBP_30m_90,CA_FuelType,CAFuelGrp,CA_SprHaz,CA_SumHaz,z01x_cfdrs,LF_FuelType,LFFuelGrp,LF_SprHaz,LF_SumHaz,SprDiff,SumDiff
20,57,1330,675,M-1/M-2 (75 PC),Mixed,8,8,60,M-1/M-2,Mixed,7,6,1,2
20,58,107,7,C-7,Conifer,4,3,102,Water,NonFuel,0,0,4,3
20,59,136,650,M-1/M-2 (50 PC),Mixed,7,6,100,NA,NonFuel,0,0,7,6
20,60,10240,3,C-3,Conifer,7,7,33,O-1a/O-1b,Open,8,2,-1,5
20,61,56,7,C-7,Conifer,4,3,60,M-1/M-2,Mixed,7,6,-3,-3
20,62,3918,4,C-4,Conifer,10,10,102,Water,NonFuel,0,0,10,10
20,63,31,7,C-7,Conifer,4,3,100,NA,NonFuel,0,0,4,3
20,64,332,3,C-3,Conifer,7,7,102,Water,NonFuel,0,0,7,7
20,65,611,650,M-1/M-2 (50 PC),Mixed,7,6,7,C-7,Conifer,4,3,3,3
20,66,1711,11,D-1,Deciduous,3,3,7,C-7,Conifer,4,3,-1,0
20,67,170,5,C-5,Conifer,3,2,105,VNF,NonFuel,0,0,3,2
20,68,25,5,C-5,Conifer,3,2,102,Water,NonFuel,0,0,3,2
20,69,68860,3,C-3,Conifer,7,7,7,C-7,Conifer,4,3,3,4
20,70,107633,4,C-4,Conifer,10,10,7,C-7,Conifer,4,3,6,7
20,71,2,7,C-7,Conifer,4,3,7,C-7,Conifer,4,3,0,0
20,72,74,5,C-5,Conifer,3,2,33,O-1a/O-1b,Open,8,2,-5,0
20,73,186,675,M-1/M-2 (75 PC),Mixed,8,8,102,Water,NonFuel,0,0,8,8
20,74,1,625,M-1/M-2 (25 PC),Mixed,5,3,101,NF,NonFuel,0,0,5,3
20,75,48,675,M-1/M-2 (75 PC),Mixed,8,8,100,NA,NonFuel,0,0,8,8
20,76,7,5,C-5,Conifer,3,2,60,M-1/M-2,Mixed,7,6,-4,-4
20,77,2,5,C-5,Conifer,3,2,100,NA,NonFuel,0,0,3,2
20,78,689273,13,D-1/D-2,Deciduous,3,1,13,D-1/D-2,Deciduous,3,1,0,0
20,79,46136,31,O-1a,Open,8,2,13,D-1/D-2,Deciduous,3,1,5,1
20,80,139,2,C-2,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
20,81,865,3,C-3,Conifer,7,7,100,NA,NonFuel,0,0,7,7
20,82,60,2,C-2,Conifer,10,10,102,Water,NonFuel,0,0,10,10
20,83,14656,11,D-1,Deciduous,3,3,13,D-1/D-2,Deciduous,3,1,0,2
20,84,1427,2,C-2,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
20,85,23040,4,C-4,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
20,86,646,650,M-1/M-2 (50 PC),Mixed,7,6,13,D-1/D-2,Deciduous,3,1,4,5
20,87,3900,101,NF,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
20,88,748,102,Water,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
20,89,367,675,M-1/M-2 (75 PC),Mixed,8,8,13,D-1/D-2,Deciduous,3,1,5,7
20,90,3147,4,C-4,Conifer,10,10,100,NA,NonFuel,0,0,10,10
20,91,10784,3,C-3,Conifer,7,7,13,D-1/D-2,Deciduous,3,1,4,6
20,92,2226,2,C-2,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
20,93,1033,2,C-2,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
20,94,118,625,M-1/M-2 (25 PC),Mixed,5,3,13,D-1/D-2,Deciduous,3,1,2,2
20,95,4648,2,C-2,Conifer,10,10,7,C-7,Conifer,4,3,6,7
20,96,1966,675,M-1/M-2 (75 PC),Mixed,8,8,7,C-7,Conifer,4,3,4,5
20,97,1139,4,C-4,Conifer,10,10,4,C-4,Conifer,10,10,0,0
20,98,33,11,D-1,Deciduous,3,3,4,C-4,Conifer,10,10,-7,-7
20,99,29,101,NF,NonFuel,0,0,4,C-4,Conifer,10,10,-10,-10
20,100,87,2,C-2,Conifer,10,10,100,NA,NonFuel,0,0,10,10
20,101,21,102,Water,NonFuel,0,0,4,C-4,Conifer,10,10,-10,-10
20,102,36,31,O-1a,Open,8,2,4,C-4,Conifer,10,10,-2,-8
20,103,6,675,M-1/M-2 (75 PC),Mixed,8,8,4,C-4,Conifer,10,10,-2,-2
20,104,4113,3,C-3,Conifer,7,7,4,C-4,Conifer,10,10,-3,-3
20,105,35,2,C-2,Conifer,10,10,4,C-4,Conifer,10,10,0,0
20,106,54,13,D-1/D-2,Deciduous,3,1,4,C-4,Conifer,10,10,-7,-9
20,107,6,625,M-1/M-2 (25 PC),Mixed,5,3,7,C-7,Conifer,4,3,1,0
20,108,5,7,C-7,Conifer,4,3,13,D-1/D-2,Deciduous,3,1,1,2
20,109,13,650,M-1/M-2 (50 PC),Mixed,7,6,4,C-4,Conifer,10,10,-3,-4
20,110,8,625,M-1/M-2 (25 PC),Mixed,5,3,100,NA,NonFuel,0,0,5,3
20,111,4,5,C-5,Conifer,3,2,101,NF,NonFuel,0,0,3,2
30,1,580816,102,Water,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
30,2,368826,31,O-1a,Open,8,2,102,Water,NonFuel,0,0,8,2
30,3,13789681,31,O-1a,Open,8,2,105,VNF,NonFuel,0,0,8,2
30,4,212310,31,O-1a,Open,8,2,100,NA,NonFuel,0,0,8,2
30,5,238925,101,NF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
30,6,21469,31,O-1a,Open,8,2,7,C-7,Conifer,4,3,4,-1
30,7,295078,101,NF,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
30,8,70974,31,O-1a,Open,8,2,60,M-1/M-2,Mixed,7,6,1,-4
30,9,2630,102,Water,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
30,10,85831,102,Water,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
30,11,43220,101,NF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
30,12,3928,102,Water,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
30,13,41943,13,D-1/D-2,Deciduous,3,1,100,NA,NonFuel,0,0,3,1
30,14,2346,102,Water,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
30,15,17259,31,O-1a,Open,8,2,101,NF,NonFuel,0,0,8,2
30,16,3831,101,NF,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
30,17,1203528,13,D-1/D-2,Deciduous,3,1,105,VNF,NonFuel,0,0,3,1
30,18,11853,11,D-1,Deciduous,3,3,105,VNF,NonFuel,0,0,3,3
30,19,42348,102,Water,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
30,20,448002,31,O-1a,Open,8,2,33,O-1a/O-1b,Open,8,2,0,0
30,21,16029,11,D-1,Deciduous,3,3,102,Water,NonFuel,0,0,3,3
30,22,64483,101,NF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
30,23,43516,13,D-1/D-2,Deciduous,3,1,60,M-1/M-2,Mixed,7,6,-4,-5
30,24,27243,101,NF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
30,25,67796,13,D-1/D-2,Deciduous,3,1,102,Water,NonFuel,0,0,3,1
30,26,4474,102,Water,NonFuel,0,0,7,C-7,Conifer,4,3,-4,-3
30,27,2084,101,NF,NonFuel,0,0,7,C-7,Conifer,4,3,-4,-3
30,28,3417922,13,D-1/D-2,Deciduous,3,1,33,O-1a/O-1b,Open,8,2,-5,-1
30,29,5823,13,D-1/D-2,Deciduous,3,1,7,C-7,Conifer,4,3,-1,-2
30,30,96,11,D-1,Deciduous,3,3,101,NF,NonFuel,0,0,3,3
30,31,528,11,D-1,Deciduous,3,3,100,NA,NonFuel,0,0,3,3
30,32,5125,11,D-1,Deciduous,3,3,33,O-1a/O-1b,Open,8,2,-5,1
30,33,16731,13,D-1/D-2,Deciduous,3,1,101,NF,NonFuel,0,0,3,1
30,34,4779,11,D-1,Deciduous,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
30,35,160,4,C-4,Conifer,10,10,102,Water,NonFuel,0,0,10,10
30,36,560,11,D-1,Deciduous,3,3,7,C-7,Conifer,4,3,-1,0
30,37,12,4,C-4,Conifer,10,10,7,C-7,Conifer,4,3,6,7
30,38,9,650,M-1/M-2 (50 PC),Mixed,7,6,102,Water,NonFuel,0,0,7,6
30,39,22,4,C-4,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
30,40,5,4,C-4,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
30,41,4,650,M-1/M-2 (50 PC),Mixed,7,6,105,VNF,NonFuel,0,0,7,6
30,42,12,4,C-4,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
30,43,1,4,C-4,Conifer,10,10,100,NA,NonFuel,0,0,10,10
30,44,1,625,M-1/M-2 (25 PC),Mixed,5,3,105,VNF,NonFuel,0,0,5,3
40,1,38302830,31,O-1a,Open,8,2,105,VNF,NonFuel,0,0,8,2
40,2,1081208,101,NF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
40,3,992421,101,NF,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
40,4,633236,31,O-1a,Open,8,2,100,NA,NonFuel,0,0,8,2
40,5,770336,13,D-1/D-2,Deciduous,3,1,105,VNF,NonFuel,0,0,3,1
40,6,39850,13,D-1/D-2,Deciduous,3,1,100,NA,NonFuel,0,0,3,1
40,7,332534,102,Water,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
40,8,3188469,31,O-1a,Open,8,2,33,O-1a/O-1b,Open,8,2,0,0
40,9,247068,101,NF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
40,10,877251,31,O-1a,Open,8,2,102,Water,NonFuel,0,0,8,2
40,11,993625,102,Water,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
40,12,303843,11,D-1,Deciduous,3,3,102,Water,NonFuel,0,0,3,3
40,13,78067,13,D-1/D-2,Deciduous,3,1,13,D-1/D-2,Deciduous,3,1,0,0
40,14,707031,11,D-1,Deciduous,3,3,105,VNF,NonFuel,0,0,3,3
40,15,42381,13,D-1/D-2,Deciduous,3,1,102,Water,NonFuel,0,0,3,1
40,16,112611,102,Water,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
40,17,203014,31,O-1a,Open,8,2,60,M-1/M-2,Mixed,7,6,1,-4
40,18,1502824,13,D-1/D-2,Deciduous,3,1,33,O-1a/O-1b,Open,8,2,-5,-1
40,19,39779,11,D-1,Deciduous,3,3,100,NA,NonFuel,0,0,3,3
40,20,35736,101,NF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
40,21,1302682,11,D-1,Deciduous,3,3,33,O-1a/O-1b,Open,8,2,-5,1
40,22,8459,102,Water,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
40,23,1032311,11,D-1,Deciduous,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
40,24,30598,13,D-1/D-2,Deciduous,3,1,60,M-1/M-2,Mixed,7,6,-4,-5
40,25,580824,31,O-1a,Open,8,2,13,D-1/D-2,Deciduous,3,1,5,1
40,26,10772,102,Water,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
40,27,28927,102,Water,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
40,28,60400,101,NF,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
40,29,3280752,11,D-1,Deciduous,3,3,13,D-1/D-2,Deciduous,3,1,0,2
40,30,24145,101,NF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
40,31,29614,31,O-1a,Open,8,2,101,NF,NonFuel,0,0,8,2
40,32,1375,675,M-1/M-2 (75 PC),Mixed,8,8,102,Water,NonFuel,0,0,8,8
40,33,697,675,M-1/M-2 (75 PC),Mixed,8,8,105,VNF,NonFuel,0,0,8,8
40,34,2321,102,Water,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
40,35,12233,13,D-1/D-2,Deciduous,3,1,101,NF,NonFuel,0,0,3,1
40,36,3179,11,D-1,Deciduous,3,3,101,NF,NonFuel,0,0,3,3
40,37,735193,650,M-1/M-2 (50 PC),Mixed,7,6,60,M-1/M-2,Mixed,7,6,0,0
40,38,342922,625,M-1/M-2 (25 PC),Mixed,5,3,60,M-1/M-2,Mixed,7,6,-2,-3
40,39,443633,2,C-2,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
40,40,306037,3,C-3,Conifer,7,7,60,M-1/M-2,Mixed,7,6,0,1
40,41,59370,675,M-1/M-2 (75 PC),Mixed,8,8,60,M-1/M-2,Mixed,7,6,1,2
40,42,787665,2,C-2,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
40,43,350985,650,M-1/M-2 (50 PC),Mixed,7,6,13,D-1/D-2,Deciduous,3,1,4,5
40,44,33073,675,M-1/M-2 (75 PC),Mixed,8,8,13,D-1/D-2,Deciduous,3,1,5,7
40,45,250719,2,C-2,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
40,46,119406,4,C-4,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
40,47,504539,3,C-3,Conifer,7,7,33,O-1a/O-1b,Open,8,2,-1,5
40,48,3912,4,C-4,Conifer,10,10,2,C-2,Conifer,10,10,0,0
40,49,2047,675,M-1/M-2 (75 PC),Mixed,8,8,2,C-2,Conifer,10,10,-2,-2
40,50,31806,3,C-3,Conifer,7,7,2,C-2,Conifer,10,10,-3,-3
40,51,172911,3,C-3,Conifer,7,7,13,D-1/D-2,Deciduous,3,1,4,6
40,52,55215,650,M-1/M-2 (50 PC),Mixed,7,6,2,C-2,Conifer,10,10,-3,-4
40,53,43578,2,C-2,Conifer,10,10,2,C-2,Conifer,10,10,0,0
40,54,54745,3,C-3,Conifer,7,7,101,NF,NonFuel,0,0,7,7
40,55,592668,650,M-1/M-2 (50 PC),Mixed,7,6,33,O-1a/O-1b,Open,8,2,-1,4
40,56,2073,2,C-2,Conifer,10,10,101,NF,NonFuel,0,0,10,10
40,57,1425,675,M-1/M-2 (75 PC),Mixed,8,8,101,NF,NonFuel,0,0,8,8
40,58,2798,650,M-1/M-2 (50 PC),Mixed,7,6,101,NF,NonFuel,0,0,7,6
40,59,7357,4,C-4,Conifer,10,10,101,NF,NonFuel,0,0,10,10
40,60,7197,625,M-1/M-2 (25 PC),Mixed,5,3,101,NF,NonFuel,0,0,5,3
40,61,8893,11,D-1,Deciduous,3,3,2,C-2,Conifer,10,10,-7,-7
40,62,61869,675,M-1/M-2 (75 PC),Mixed,8,8,33,O-1a/O-1b,Open,8,2,0,6
40,63,19896,4,C-4,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
40,64,49399,625,M-1/M-2 (25 PC),Mixed,5,3,13,D-1/D-2,Deciduous,3,1,2,2
40,65,5495,625,M-1/M-2 (25 PC),Mixed,5,3,2,C-2,Conifer,10,10,-5,-7
40,66,6670,625,M-1/M-2 (25 PC),Mixed,5,3,102,Water,NonFuel,0,0,5,3
40,67,7283,650,M-1/M-2 (50 PC),Mixed,7,6,102,Water,NonFuel,0,0,7,6
40,68,844,4,C-4,Conifer,10,10,102,Water,NonFuel,0,0,10,10
40,69,7823,3,C-3,Conifer,7,7,102,Water,NonFuel,0,0,7,7
40,70,12036,2,C-2,Conifer,10,10,102,Water,NonFuel,0,0,10,10
40,71,13584,31,O-1a,Open,8,2,2,C-2,Conifer,10,10,-2,-8
40,72,20762,101,NF,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
40,73,233230,625,M-1/M-2 (25 PC),Mixed,5,3,33,O-1a/O-1b,Open,8,2,-3,1
40,74,129320,4,C-4,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
40,75,1062,102,Water,NonFuel,0,0,2,C-2,Conifer,10,10,-10,-10
40,76,2092,4,C-4,Conifer,10,10,100,NA,NonFuel,0,0,10,10
40,77,2969,625,M-1/M-2 (25 PC),Mixed,5,3,100,NA,NonFuel,0,0,5,3
40,78,3567,650,M-1/M-2 (50 PC),Mixed,7,6,100,NA,NonFuel,0,0,7,6
40,79,2494,2,C-2,Conifer,10,10,100,NA,NonFuel,0,0,10,10
40,80,5534,3,C-3,Conifer,7,7,100,NA,NonFuel,0,0,7,7
40,81,1124,101,NF,NonFuel,0,0,2,C-2,Conifer,10,10,-10,-10
40,82,6743,625,M-1/M-2 (25 PC),Mixed,5,3,105,VNF,NonFuel,0,0,5,3
40,83,1923,415,M-1 (15 PC),Mixed,3,3,13,D-1/D-2,Deciduous,3,1,0,2
40,84,6987,650,M-1/M-2 (50 PC),Mixed,7,6,105,VNF,NonFuel,0,0,7,6
40,85,412,415,M-1 (15 PC),Mixed,3,3,102,Water,NonFuel,0,0,3,3
40,86,303,415,M-1 (15 PC),Mixed,3,3,33,O-1a/O-1b,Open,8,2,-5,1
40,87,5643,3,C-3,Conifer,7,7,105,VNF,NonFuel,0,0,7,7
40,88,282,675,M-1/M-2 (75 PC),Mixed,8,8,100,NA,NonFuel,0,0,8,8
40,89,16,415,M-1 (15 PC),Mixed,3,3,100,NA,NonFuel,0,0,3,3
40,90,5,415,M-1 (15 PC),Mixed,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
40,91,2914,2,C-2,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
40,92,202,415,M-1 (15 PC),Mixed,3,3,105,VNF,NonFuel,0,0,3,3
40,93,6,105,VNF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
40,94,8799,4,C-4,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
40,95,807,13,D-1/D-2,Deciduous,3,1,2,C-2,Conifer,10,10,-7,-9
40,96,309,5,C-5,Conifer,3,2,60,M-1/M-2,Mixed,7,6,-4,-4
40,97,8523,105,VNF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
40,98,1045,105,VNF,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
40,99,214,105,VNF,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
40,100,64,105,VNF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
40,101,40,105,VNF,NonFuel,0,0,2,C-2,Conifer,10,10,-10,-10
40,102,16,5,C-5,Conifer,3,2,105,VNF,NonFuel,0,0,3,2
40,103,139,5,C-5,Conifer,3,2,33,O-1a/O-1b,Open,8,2,-5,0
40,104,3,5,C-5,Conifer,3,2,100,NA,NonFuel,0,0,3,2
40,105,10,5,C-5,Conifer,3,2,102,Water,NonFuel,0,0,3,2
41,1,4907019,650,M-1/M-2 (50 PC),Mixed,7,6,60,M-1/M-2,Mixed,7,6,0,0
41,2,592297,31,O-1a,Open,8,2,60,M-1/M-2,Mixed,7,6,1,-4
41,3,1085908,625,M-1/M-2 (25 PC),Mixed,5,3,60,M-1/M-2,Mixed,7,6,-2,-3
41,4,715156,31,O-1a,Open,8,2,102,Water,NonFuel,0,0,8,2
41,5,16142847,102,Water,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
41,6,584653,675,M-1/M-2 (75 PC),Mixed,8,8,60,M-1/M-2,Mixed,7,6,1,2
41,7,96852,650,M-1/M-2 (50 PC),Mixed,7,6,102,Water,NonFuel,0,0,7,6
41,8,3703780,11,D-1,Deciduous,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
41,9,1455566,3,C-3,Conifer,7,7,60,M-1/M-2,Mixed,7,6,0,1
41,10,2082012,2,C-2,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
41,11,520914,2,C-2,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
41,12,154622,3,C-3,Conifer,7,7,102,Water,NonFuel,0,0,7,7
41,13,3048850,3,C-3,Conifer,7,7,13,D-1/D-2,Deciduous,3,1,4,6
41,14,1713708,4,C-4,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
41,15,202102,675,M-1/M-2 (75 PC),Mixed,8,8,33,O-1a/O-1b,Open,8,2,0,6
41,16,1291023,4,C-4,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
41,17,182948,3,C-3,Conifer,7,7,101,NF,NonFuel,0,0,7,7
41,18,103969,4,C-4,Conifer,10,10,101,NF,NonFuel,0,0,10,10
41,19,1270787,4,C-4,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
41,20,469785,4,C-4,Conifer,10,10,2,C-2,Conifer,10,10,0,0
41,21,1482337,3,C-3,Conifer,7,7,2,C-2,Conifer,10,10,-3,-3
41,22,6523236,650,M-1/M-2 (50 PC),Mixed,7,6,13,D-1/D-2,Deciduous,3,1,4,5
41,23,2803535,11,D-1,Deciduous,3,3,13,D-1/D-2,Deciduous,3,1,0,2
41,24,805222,650,M-1/M-2 (50 PC),Mixed,7,6,33,O-1a/O-1b,Open,8,2,-1,4
41,25,412260,3,C-3,Conifer,7,7,33,O-1a/O-1b,Open,8,2,-1,5
41,26,4890293,2,C-2,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
41,27,382277,13,D-1/D-2,Deciduous,3,1,60,M-1/M-2,Mixed,7,6,-4,-5
41,28,215353,31,O-1a,Open,8,2,13,D-1/D-2,Deciduous,3,1,5,1
41,29,37928,5,C-5,Conifer,3,2,60,M-1/M-2,Mixed,7,6,-4,-4
41,30,29996,11,D-1,Deciduous,3,3,102,Water,NonFuel,0,0,3,3
41,31,712779,625,M-1/M-2 (25 PC),Mixed,5,3,13,D-1/D-2,Deciduous,3,1,2,2
41,32,70736,11,D-1,Deciduous,3,3,2,C-2,Conifer,10,10,-7,-7
41,33,9857,2,C-2,Conifer,10,10,101,NF,NonFuel,0,0,10,10
41,34,1123227,675,M-1/M-2 (75 PC),Mixed,8,8,13,D-1/D-2,Deciduous,3,1,5,7
41,35,49376,675,M-1/M-2 (75 PC),Mixed,8,8,102,Water,NonFuel,0,0,8,8
41,36,18739,625,M-1/M-2 (25 PC),Mixed,5,3,102,Water,NonFuel,0,0,5,3
41,37,10086,625,M-1/M-2 (25 PC),Mixed,5,3,101,NF,NonFuel,0,0,5,3
41,38,361872,650,M-1/M-2 (50 PC),Mixed,7,6,2,C-2,Conifer,10,10,-3,-4
41,39,164106,2,C-2,Conifer,10,10,102,Water,NonFuel,0,0,10,10
41,40,1203625,2,C-2,Conifer,10,10,2,C-2,Conifer,10,10,0,0
41,41,7702,101,NF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
41,42,220398,31,O-1a,Open,8,2,33,O-1a/O-1b,Open,8,2,0,0
41,43,265317,625,M-1/M-2 (25 PC),Mixed,5,3,33,O-1a/O-1b,Open,8,2,-3,1
41,44,64940,4,C-4,Conifer,10,10,102,Water,NonFuel,0,0,10,10
41,45,64192,102,Water,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
41,46,12880,675,M-1/M-2 (75 PC),Mixed,8,8,101,NF,NonFuel,0,0,8,8
41,47,112119,101,NF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
41,48,212540,31,O-1a,Open,8,2,2,C-2,Conifer,10,10,-2,-8
41,49,44342,625,M-1/M-2 (25 PC),Mixed,5,3,2,C-2,Conifer,10,10,-5,-7
41,50,819981,11,D-1,Deciduous,3,3,33,O-1a/O-1b,Open,8,2,-5,1
41,51,6795,11,D-1,Deciduous,3,3,101,NF,NonFuel,0,0,3,3
41,52,27713,31,O-1a,Open,8,2,101,NF,NonFuel,0,0,8,2
41,53,20395,650,M-1/M-2 (50 PC),Mixed,7,6,101,NF,NonFuel,0,0,7,6
41,54,53994,13,D-1/D-2,Deciduous,3,1,102,Water,NonFuel,0,0,3,1
41,55,713535,13,D-1/D-2,Deciduous,3,1,13,D-1/D-2,Deciduous,3,1,0,0
41,56,84423,102,Water,NonFuel,0,0,2,C-2,Conifer,10,10,-10,-10
41,57,247190,13,D-1/D-2,Deciduous,3,1,2,C-2,Conifer,10,10,-7,-9
41,58,86208,102,Water,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
41,59,150400,675,M-1/M-2 (75 PC),Mixed,8,8,2,C-2,Conifer,10,10,-2,-2
41,60,1232,102,Water,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
41,61,303007,13,D-1/D-2,Deciduous,3,1,33,O-1a/O-1b,Open,8,2,-5,-1
41,62,3492,5,C-5,Conifer,3,2,102,Water,NonFuel,0,0,3,2
41,63,14970,102,Water,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
41,64,18514,101,NF,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
41,65,86966,101,NF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
41,66,29032,101,NF,NonFuel,0,0,2,C-2,Conifer,10,10,-10,-10
41,67,61471,3,C-3,Conifer,7,7,100,NA,NonFuel,0,0,7,7
41,68,283828,101,NF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
41,69,150293,650,M-1/M-2 (50 PC),Mixed,7,6,100,NA,NonFuel,0,0,7,6
41,70,91142,2,C-2,Conifer,10,10,100,NA,NonFuel,0,0,10,10
41,71,32120,625,M-1/M-2 (25 PC),Mixed,5,3,100,NA,NonFuel,0,0,5,3
41,72,109945,11,D-1,Deciduous,3,3,100,NA,NonFuel,0,0,3,3
41,73,85321,101,NF,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
41,74,19057,31,O-1a,Open,8,2,100,NA,NonFuel,0,0,8,2
41,75,58,105,VNF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
41,76,675,105,VNF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
41,77,484,105,VNF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
41,78,36,105,VNF,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
41,79,76426,4,C-4,Conifer,10,10,100,NA,NonFuel,0,0,10,10
41,80,14047,13,D-1/D-2,Deciduous,3,1,100,NA,NonFuel,0,0,3,1
41,81,38330,13,D-1/D-2,Deciduous,3,1,101,NF,NonFuel,0,0,3,1
41,82,25571,675,M-1/M-2 (75 PC),Mixed,8,8,100,NA,NonFuel,0,0,8,8
41,83,579,105,VNF,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
41,84,164,415,M-1 (15 PC),Mixed,3,3,33,O-1a/O-1b,Open,8,2,-5,1
41,85,87,415,M-1 (15 PC),Mixed,3,3,2,C-2,Conifer,10,10,-7,-7
41,86,119,415,M-1 (15 PC),Mixed,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
41,87,16,415,M-1 (15 PC),Mixed,3,3,100,NA,NonFuel,0,0,3,3
41,88,113,415,M-1 (15 PC),Mixed,3,3,13,D-1/D-2,Deciduous,3,1,0,2
41,89,2360,5,C-5,Conifer,3,2,2,C-2,Conifer,10,10,-7,-8
41,90,43,105,VNF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
41,91,2172,102,Water,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
41,92,16,415,M-1 (15 PC),Mixed,3,3,101,NF,NonFuel,0,0,3,3
41,93,21142,5,C-5,Conifer,3,2,13,D-1/D-2,Deciduous,3,1,0,1
41,94,1560,5,C-5,Conifer,3,2,33,O-1a/O-1b,Open,8,2,-5,0
41,95,212,415,M-1 (15 PC),Mixed,3,3,102,Water,NonFuel,0,0,3,3
41,96,17909,4,C-4,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
41,97,51887,625,M-1/M-2 (25 PC),Mixed,5,3,105,VNF,NonFuel,0,0,5,3
41,98,12367,3,C-3,Conifer,7,7,105,VNF,NonFuel,0,0,7,7
