Value,Count,MapZone,FBP_30m_90,CA_FuelType,CA_SprHaz,CA_SumHaz,z51x_cfdrs,LF_FuelType,LF_SprHaz,LF_SumHaz,SprDiff,SumDiff
49,111961,51,11,D-1,3,3,3,C-3,7,7,-4,-4
50,15755,51,101,NF,0,0,3,C-3,7,7,-7,-7
51,11554,51,102,Water,0,0,33,O-1a/O-1b,8,2,-8,-2
52,39592,51,102,Water,0,0,60,M-1/M-2,7,6,-7,-6
53,37987,51,101,NF,0,0,33,O-1a/O-1b,8,2,-8,-2
54,34143,51,101,NF,0,0,13,D-1/D-2,3,1,-3,-1
55,113213,51,101,NF,0,0,60,M-1/M-2,7,6,-7,-6
56,800797,51,101,NF,0,0,100,NA,0,0,0,0
57,7653,51,101,NF,0,0,102,Water,0,0,0,0
58,10547,51,3,C-3,7,7,100,NA,0,0,7,7
59,2,51,415,M-1 (15 PC),3,3,100,NA,0,0,3,3
60,26251,51,2,C-2,10,10,100,NA,0,0,10,10
61,34,51,415,M-1 (15 PC),3,3,13,D-1/D-2,3,1,0,2
62,11225,51,13,D-1/D-2,3,1,100,NA,0,0,3,1
63,66764,51,650,M-1/M-2 (50 PC),7,6,100,NA,0,0,7,6
64,27353,51,625,M-1/M-2 (25 PC),5,3,100,NA,0,0,5,3
65,4773,51,4,C-4,10,10,100,NA,0,0,10,10
66,9266,51,675,M-1/M-2 (75 PC),8,8,100,NA,0,0,8,8
67,220006,51,31,O-1a,8,2,100,NA,0,0,8,2
68,180894,51,11,D-1,3,3,100,NA,0,0,3,3
69,11226,51,102,Water,0,0,100,NA,0,0,0,0
70,35336,51,101,NF,0,0,101,NF,0,0,0,0
71,24760,51,31,O-1a,8,2,101,NF,0,0,8,2
72,4471,51,13,D-1/D-2,3,1,101,NF,0,0,3,1
73,3949,51,650,M-1/M-2 (50 PC),7,6,101,NF,0,0,7,6
74,1117,51,2,C-2,10,10,101,NF,0,0,10,10
75,2181,51,4,C-4,10,10,101,NF,0,0,10,10
76,841,51,625,M-1/M-2 (25 PC),5,3,101,NF,0,0,5,3
77,3733,51,11,D-1,3,3,101,NF,0,0,3,3
78,195,51,415,M-1 (15 PC),3,3,33,O-1a/O-1b,8,2,-5,1
79,1899,51,675,M-1/M-2 (75 PC),8,8,101,NF,0,0,8,8
80,133210,51,650,M-1/M-2 (50 PC),7,6,105,VNF,0,0,7,6
81,9263,51,4,C-4,10,10,105,VNF,0,0,10,10
82,36220,51,2,C-2,10,10,105,VNF,0,0,10,10
83,650756,51,11,D-1,3,3,105,VNF,0,0,3,3
84,49312,51,13,D-1/D-2,3,1,105,VNF,0,0,3,1
85,6554,51,3,C-3,7,7,105,VNF,0,0,7,7
86,63400,51,625,M-1/M-2 (25 PC),5,3,105,VNF,0,0,5,3
87,9813,51,675,M-1/M-2 (75 PC),8,8,105,VNF,0,0,8,8
88,7,51,415,M-1 (15 PC),3,3,3,C-3,7,7,-4,-4
89,441842,51,101,NF,0,0,105,VNF,0,0,0,0
90,10036027,51,31,O-1a,8,2,105,VNF,0,0,8,2
91,2503,51,102,Water,0,0,101,NF,0,0,0,0
92,700,51,3,C-3,7,7,101,NF,0,0,7,7
93,273269,51,5,C-5,3,2,13,D-1/D-2,3,1,0,1
94,37,51,415,M-1 (15 PC),3,3,60,M-1/M-2,7,6,-4,-3
95,151842,51,5,C-5,3,2,3,C-3,7,7,-4,-5
96,9378,51,5,C-5,3,2,33,O-1a/O-1b,8,2,-5,0
97,5308,51,5,C-5,3,2,100,NA,0,0,3,2
98,27973,51,5,C-5,3,2,60,M-1/M-2,7,6,-4,-4
99,4224,51,5,C-5,3,2,102,Water,0,0,3,2
100,62,51,5,C-5,3,2,101,NF,0,0,3,2
101,13610,51,102,Water,0,0,105,VNF,0,0,0,0
102,3888,51,5,C-5,3,2,105,VNF,0,0,3,2
103,1,51,415,M-1 (15 PC),3,3,105,VNF,0,0,3,3
